Name,Address,City_State_ZIP,ZIP,Number_of_Sites,Url
Hilltop Mobile Home Park,"1000 East Kinzie Street,","Riverton, IL",62561,170,https://www.mhvillage.com/parks/11246
Jess & Angel's Westview,"1900 West South 2nd St,","Shelbyville, IL",62565,Not found,https://www.mhvillage.com/parks/106774
Sunnyside Mobile Estates,"1000 West South 10th Street,","Shelbyville, IL",62565,Not found,https://www.mhvillage.com/parks/11303
Taylorville's Valley View Mobile Home Park,"913 North Taylorville Boulevard,","Taylorville, IL",62568,65,https://www.mhvillage.com/parks/10276
Bailey Park,"120 North Cherokee Street,","Taylorville, IL",62568,41,https://www.mhvillage.com/parks/10279
Fairview Mobile Home Park,"Fairview Trailer Court,","Taylorville, IL",62568,20,https://www.mhvillage.com/parks/10275
Hillcrest Mobile Home Park,"1500 East Main Cross Street,","Taylorville, IL",62568,119,https://www.mhvillage.com/parks/10277
Big Oak Mh Park,"1006 E Franklin St,","Taylorville, IL",62568,Not found,https://www.mhvillage.com/parks/57669
Cherry Wood Trailer Park,"1219 N Cheney St,","Taylorville, IL",62568,Not found,https://www.mhvillage.com/parks/57668
Mcclelland's Mobile Home Estates,"15625 Kennedy Road,","Auburn, IL",62615,16,https://www.mhvillage.com/parks/11705
Sharp's Mobile Home Park,"900 Lincoln St,","Auburn, IL",62615,37,https://www.mhvillage.com/parks/11234
Maple Trailer Court,"700 W 4th St,","Beardstown, IL",62618,Not found,https://www.mhvillage.com/parks/58091
Westside Trailer Park,"612 W 9th St,","Beardstown, IL",62618,Not found,https://www.mhvillage.com/parks/107224
Sumner Pointe,"510 Ross St,","Carlinville, IL",62626,38,https://www.mhvillage.com/parks/58039
Chatham Villa Mobile Home Park,"503 South Main Street,","Chatham, IL",62629,49,https://www.mhvillage.com/parks/11237
Chatham Southgate Mobile Home,"601 South Main Street,","Chatham, IL",62629,49,https://www.mhvillage.com/parks/36153
Blue Spruce Mobile Home Park,"414 E Locust St,","Chatham, IL",62629,Not found,https://www.mhvillage.com/parks/11238
Mauks Mobile Home Court,"826 W Madison St,","Girard, IL",62640,Not found,https://www.mhvillage.com/parks/10910
Timberli Lake Estates,"27668 Timberli Rd,","Girard, IL",62640,60,https://www.mhvillage.com/parks/11664
Girard Mobile Home Estates,"Zachary Court,","Girard, IL",62640,27,https://www.mhvillage.com/parks/10909
Westview Courts,"710 W Adams St,","Greenview, IL",62642,Not found,https://www.mhvillage.com/parks/107118
Northwood,"1110 Sandusky Rd.,","Jacksonville, IL",62650,176,https://www.mhvillage.com/parks/11725
Prairie Knolls,"Blacks Lane,","Jacksonville, IL",62650,163,https://www.mhvillage.com/parks/11112
Cedarbrook Estates,"544 Brooklyn Avenue,","Jacksonville, IL",62650,42,https://www.mhvillage.com/parks/11700
Rolling Acres,"1042 East Morton Avenue,","Jacksonville, IL",62650,156,https://www.mhvillage.com/parks/11113
Hillcrest Mobile Home Park,"841 West Morton Avenue,","Jacksonville, IL",62650,Not found,https://www.mhvillage.com/parks/11107
Pleasant View Mobile Home Park,"1033 E Morton Ave,","Jacksonville, IL",62650,Not found,https://www.mhvillage.com/parks/57855
Tremont Park,"1500 Tremont Street,","Lincoln, IL",62656,89,https://www.mhvillage.com/parks/10873
Lincoln Terrace,"904 21st Street,","Lincoln, IL",62656,110,https://www.mhvillage.com/parks/10868
Woodland Mobile Home Court,"707 Feldman Drive,","Lincoln, IL",62656,67,https://www.mhvillage.com/parks/10872
JD Singleton Mobile Home Court,"113 Chestnut Street,","Lincoln, IL",62656,Not found,https://www.mhvillage.com/parks/10871
Shady Grove Mobile Park,"1100 North Postville Drive,","Lincoln, IL",62656,Not found,https://www.mhvillage.com/parks/10867
Simonson Cove,"1230 21st St,","Lincoln, IL",62656,Not found,https://www.mhvillage.com/parks/107172
Loami MHP,"723 North Main Street,","Loami, IL",62661,100,https://www.mhvillage.com/parks/11243
Whispering Pines MHC,"723 N Main St,","Loami, IL",62661,100,https://www.mhvillage.com/parks/106830
Three Acres Park,"303 E Little St,","Rushville, IL",62681,Not found,https://www.mhvillage.com/parks/106848
Tomlinson Court,"319 E Adams St,","Rushville, IL",62681,Not found,https://www.mhvillage.com/parks/57715
Tallula Trailer Court,"Chestnut &Amp; Yates,","Tallula, IL",62688,Not found,https://www.mhvillage.com/parks/107120
Gas Lite Village,"1168 N Grove St,","Virden, IL",62690,Not found,https://www.mhvillage.com/parks/106770
Virden Village Mobile Home Park,"South Emmett St,","Virden, IL",62690,Not found,https://www.mhvillage.com/parks/107112
Velten Trailer Park,"252 S Cass St,","Virginia, IL",62691,Not found,https://www.mhvillage.com/parks/107334
Velten Trailer Park,"252 S Cass St,","Virginia, IL",62691,Not found,https://www.mhvillage.com/parks/107336
Maple Creek,"200 West Street,","Woodson, IL",62695,33,https://www.mhvillage.com/parks/111136
Oakwood an FR Community,"3725 N. Peoria Road,","Springfield, IL",62702,210,https://www.mhvillage.com/parks/11292
Ridge Village Mobile Home Park,"2800 Ridge Avenue,","Springfield, IL",62702,52,https://www.mhvillage.com/parks/11281
Northbrook MHC,"3430 Peoria Road,","Springfield, IL",62702,180,https://www.mhvillage.com/parks/11266
Prairie Grove,"3319 Ridgewood Avenue,","Springfield, IL",62702,78,https://www.mhvillage.com/parks/11689
Fremont Park,"3501 Ridgely Ave,","Springfield, IL",62702,94,https://www.mhvillage.com/parks/11704
North Oaks,"4001 Sandhill Rd,","Springfield, IL",62702,162,https://www.mhvillage.com/parks/45862
Westwood Place,"1515 North Lincoln Avenue,","Springfield, IL",62702,206,https://www.mhvillage.com/parks/11269
Willow Grove,"3451 Ridge Avenue,","Springfield, IL",62702,97,https://www.mhvillage.com/parks/11294
Woodland Acres Mobile Home Park,"3500 North Dirksen Parkway,","Springfield, IL",62702,232,https://www.mhvillage.com/parks/11295
Cottonwood South,"3617 North Grand Avenue East,","Springfield, IL",62702,295,https://www.mhvillage.com/parks/11254
Westwood Park,"1500 North Bruns Lane,","Springfield, IL",62702,20,https://www.mhvillage.com/parks/66625
Park Ridge Mobile Home Park,"1751 North Grand Avenue West,","Springfield, IL",62702,106,https://www.mhvillage.com/parks/31506
Grant Mobile Home Park,"3401 East Ridge Avenue,","Springfield, IL",62702,90,https://www.mhvillage.com/parks/11265
Linden Manor,"3041 E Linden Ave,","Springfield, IL",62702,45,https://www.mhvillage.com/parks/11271
Gaslite Senior Mobile Home Court,"1618 W Jefferson St.,","Springfield, IL",62702,57,https://www.mhvillage.com/parks/104537
Johns Mobile Apts & Park,"3337 E Carpenter St,","Springfield, IL",62702,Not found,https://www.mhvillage.com/parks/57690
Scottsdale,"720 Forrest Avenue,","Springfield, IL",62702,Not found,https://www.mhvillage.com/parks/111132
Sunset,"3303 E Enos Ave,","Springfield, IL",62702,Not found,https://www.mhvillage.com/parks/57692
Brittany Court,"3206 E Elm Street,","Springfield, IL",62702,Not found,https://www.mhvillage.com/parks/111114
North Wood Estates,"4113 North Peoria Road,","Springfield, IL",62702,235,https://www.mhvillage.com/parks/11275
Timberline Manor,"720 Forrest Avenue,","Springfield, IL",62702,175,https://www.mhvillage.com/parks/11288
Pheasant Run,"3535 East Cook Street,","Springfield, IL",62703,163,https://www.mhvillage.com/parks/11277
Timber Creek Living,"2800 Via Rosso,","Springfield, IL",62703,200,https://www.mhvillage.com/parks/68948
Barco Mh Park,"3000 S 11th St,","Springfield, IL",62703,Not found,https://www.mhvillage.com/parks/57697
C & C Trailer Park,"3000 S 12th St,","Springfield, IL",62703,Not found,https://www.mhvillage.com/parks/57696
Fox Bridge Court,"1847 Truman Rd,","Springfield, IL",62703,Not found,https://www.mhvillage.com/parks/57693
Sunset Inn Trailor Court,"3540 S 6th Street Rd,","Springfield, IL",62703,Not found,https://www.mhvillage.com/parks/57686
Woodside Mobile Home Community,"2735 South 14th Street,","Springfield, IL",62703,Not found,https://www.mhvillage.com/parks/11256
Edgewood Mobile Home Park,"3201 South Douglas Avenue,","Springfield, IL",62704,48,https://www.mhvillage.com/parks/11257
Salmons Mobile Home Court,"3625 South Douglas Avenue,","Springfield, IL",62704,Not found,https://www.mhvillage.com/parks/11285
Bissell Village Mobile Home Park,"198 Gem St.,","Springfield, IL",62707,180,https://www.mhvillage.com/parks/11251
Cottonwood Cove,"3617 N Grand Ave E.,","Springfield, IL",62707,280,https://www.mhvillage.com/parks/127230
Forrest Park,"300 Forrest Avenue,","Springfield, IL",62707,160,https://www.mhvillage.com/parks/127228
Lincoln Place,"1236 North Oaklane Road Lot 317,","Springfield, IL",62707,322,https://www.mhvillage.com/parks/11270
Country Estates Mobile Home Park,"3500 Hazlett Road,","Springfield, IL",62707,38,https://www.mhvillage.com/parks/11706
Lincoln Trails,"4263 Old Route 36,","Springfield, IL",62707,Not found,https://www.mhvillage.com/parks/57689
Englewood Mobile Home Park,"7100 Mechanicsburg Rd,","Springfield, IL",62712,Not found,https://www.mhvillage.com/parks/57694
Deerwood Mobile Home Park,"1755 West Mccord St Rt 161,","Centralia, IL",62801,100,https://www.mhvillage.com/parks/10298
Centralia Estates,"101 Harting Drive,","Centralia, IL",62801,20,https://www.mhvillage.com/parks/128976
Brookside Mobile Home Park,"1350 South Brookside Street,","Centralia, IL",62801,128,https://www.mhvillage.com/parks/10994
Countryview Trailer Court,"417 West 17th Street,","Centralia, IL",62801,Not found,https://www.mhvillage.com/parks/10297
East Winds Mobile Home Park,"14 Eastwinds Trail,","Centralia, IL",62801,Not found,https://www.mhvillage.com/parks/37094
Heritage Mobile Home Park,"240 S Wabash Ave,","Centralia, IL",62801,Not found,https://www.mhvillage.com/parks/58021
Park Street Mobile Home Park,"Park St,","Central City, IL",62801,Not found,https://www.mhvillage.com/parks/107034
15th Street Mobile Home Park,"735 E 15th St,","Centralia, IL",62801,Not found,https://www.mhvillage.com/parks/58025
Central City Mobile Home Park,"208 E Green St,","Central City, IL",62801,Not found,https://www.mhvillage.com/parks/106684
Jana Drive Mh Park,"363 E 17th St,","Centralia, IL",62801,Not found,https://www.mhvillage.com/parks/58019
Richmond Heights,"331 S Morrison St,","Centralia, IL",62801,Not found,https://www.mhvillage.com/parks/58017
Rosewood Mobile Home Park,"1810 S Pine St,","Centralia, IL",62801,Not found,https://www.mhvillage.com/parks/58016
Sycamore Street MHP,"1214-1224 Sycamore St,","Centralia, IL",62801,Not found,https://www.mhvillage.com/parks/107418
Town And Country Mh Park,"1100 Gragg St,","Centralia, IL",62801,Not found,https://www.mhvillage.com/parks/10992
Rend Lake Mobile Home Park,"231 South Court231 South Court St #12,","Benton, IL",62812,52,https://www.mhvillage.com/parks/10518
Section Two Trailer Park,"1106 Lickliter Street,","Benton, IL",62812,Not found,https://www.mhvillage.com/parks/10516
Jim Davis Mobile Home Park,"West Dr,","Carmi, IL",62821,28,https://www.mhvillage.com/parks/27865
Oakwood Mobile Home Park,"405 Biggs Ln,","Christopher, IL",62822,Not found,https://www.mhvillage.com/parks/57993
Bateman Trailer Court,"925 S Main St,","Clay City, IL",62824,Not found,https://www.mhvillage.com/parks/57991
Franklin & Franklin Mh Park,"119 Walnut St NE,","Clay City, IL",62824,Not found,https://www.mhvillage.com/parks/57990
J & M Mobile Home Park,"13 Mobile Home Drive,","Du Quoin, IL",62832,20,https://www.mhvillage.com/parks/11158
Crossroads Mobile Home Park,"7672 State  Route 154 Lot 601,","Du Quoin, IL",62832,29,https://www.mhvillage.com/parks/57943
Trail Acres Trailer Park,"550 E Smith Ave,","Du Quoin, IL",62832,Not found,https://www.mhvillage.com/parks/57940
Fairfield Estates,"509 NW 7th Street,","Fairfield, IL",62837,Not found,https://www.mhvillage.com/parks/36979
Kinmundy Estates Mobile Home Park,"613 S State,","Kinmundy, IL",62854,Not found,https://www.mhvillage.com/parks/106986
McLeansboro Mobile Estates,"705 Kath St,","McLeansboro, IL",62859,Not found,https://www.mhvillage.com/parks/107282
Cherry Street Estates,"1901 N Cherry St Lot 35,","Mount Carmel, IL",62863,110,https://www.mhvillage.com/parks/11507
Perry's Mobile Home Park,"9568 Wabash 10 Avenue,","Mount Carmel, IL",62863,Not found,https://www.mhvillage.com/parks/11510
Oak Grove Village,"2401 Veterans Memorial Dr.,","Mount Vernon, IL",62864,155,https://www.mhvillage.com/parks/10656
Rolling Meadow Mobile Home Community,"16584 North Il Highway 37,","Mount Vernon, IL",62864,13,https://www.mhvillage.com/parks/11723
Parkview Mobile Home Park,"1200 South 28th Street,","Mount Vernon, IL",62864,Not found,https://www.mhvillage.com/parks/10657
Country View Mobile Home Park,"2502 Norton Rd,","Odin, IL",62870,Not found,https://www.mhvillage.com/parks/107386
Country View Mobile Home Park,"2502 Norton Rd,","Odin, IL",62870,Not found,https://www.mhvillage.com/parks/107388
Southern Gardens Mh Park,"2501 S Broadway Ave,","Salem, IL",62881,71,https://www.mhvillage.com/parks/57711
Country School Mobile Village,"2804 State Route 37,","Salem, IL",62881,Not found,https://www.mhvillage.com/parks/57712
Salem Mobile Home Park,"1700 North Broadway,","Salem, IL",62881,Not found,https://www.mhvillage.com/parks/11003
Starlight Mobile Home Village,"300 East Olive Street,","Salem, IL",62881,Not found,https://www.mhvillage.com/parks/11005
Colonial Esates,"3556 Old 51 Road,","Sandoval, IL",62882,Not found,https://www.mhvillage.com/parks/31166
Oakview Mobile Home Park,"1200 E 9th St,","West Frankfort, IL",62896,Not found,https://www.mhvillage.com/parks/57628
West Haven Mobile Home Park,"Casey St Lot W,","Woodlawn, IL",62898,Not found,https://www.mhvillage.com/parks/57621
Southern Mobile Home Park,"335 Warren Road,","Carbondale, IL",62901,77,https://www.mhvillage.com/parks/10629
University Heights,"290 Warren Rd,","Carbondale, IL",62901,96,https://www.mhvillage.com/parks/58042
Reed Station Mobile Home Park,"142 Brandon Circle,","Carbondale, IL",62901,68,https://www.mhvillage.com/parks/10625
Bel-Aire Mobile Home Park,"900 East Park Street,","Carbondale, IL",62901,Not found,https://www.mhvillage.com/parks/10600
Covington Trailer Court,"613 East College Street,","Carbondale, IL",62901,Not found,https://www.mhvillage.com/parks/10608
Edgewood Estates,"500 Charles Road,","Carbondale, IL",62901,Not found,https://www.mhvillage.com/parks/10612
Hocbriar Mobile Home Estates,"590 Haney Rd,","Carbondale, IL",62901,Not found,https://www.mhvillage.com/parks/58048
Meadowbrook Estates,"388 Warren Rd,","Carbondale, IL",62901,Not found,https://www.mhvillage.com/parks/58047
Bush Mobile Home Park North 2,"368 Warren Rd,","Carbondale, IL",62901,Not found,https://www.mhvillage.com/parks/58051
Mills & Son Trailer Court,"608 North Oakland Avenue,","Carbondale, IL",62901,Not found,https://www.mhvillage.com/parks/10619
Pleasant Valley,"214 Warren Rd,","Carbondale, IL",62901,Not found,https://www.mhvillage.com/parks/58044
Roxanne Mobile Home Park,"2301 South Illinois Avenue,","Carbondale, IL",62901,Not found,https://www.mhvillage.com/parks/10627
Wildwood Mobile Home Park,"6755 Giant City Rd,","Carbondale, IL",62902,89,https://www.mhvillage.com/parks/10636
Crab Orchard Lake Mh Community,"1343 S County Line Rd,","Carbondale, IL",62902,125,https://www.mhvillage.com/parks/10609
Frost Mobile Home Park,"1207 East Pleasant Hill Road,","Carbondale, IL",62902,Not found,https://www.mhvillage.com/parks/10613
Pleasant Hill Mobile Home Park,"848 East Pleasant Hill Road,","Carbondale, IL",62902,Not found,https://www.mhvillage.com/parks/36151
Bush Mobile Home Park,"1134 E Pleasant Hill Rd,","Carbondale, IL",62902,Not found,https://www.mhvillage.com/parks/58052
Oak Hills Mobile Home Park,"1268 E Pleasant Hill Rd,","Carbondale, IL",62902,Not found,https://www.mhvillage.com/parks/58046
Southwood Mobile Home Park,"1285 E Pleasant Hill Rd,","Carbondale, IL",62902,Not found,https://www.mhvillage.com/parks/58043
Cedar Lane Mobile Home Park,"2571 South Illinois Avenue,","Carbondale, IL",62903,100,https://www.mhvillage.com/parks/10606
Town & Country Mobile Home Park,"2511 South Illinois Avenue,","Carbondale, IL",62903,139,https://www.mhvillage.com/parks/10633
Malibu Village Mobile Home Park,"2441 South Illinois Avenue,","Carbondale, IL",62903,Not found,https://www.mhvillage.com/parks/10617
Anna Mobile Home Park,"426 E Jefferson St,","Anna, IL",62906,Not found,https://www.mhvillage.com/parks/58119
Craigs Mobile Home Park,"423 E Jefferson St,","Anna, IL",62906,Not found,https://www.mhvillage.com/parks/58117
Ritcheys Mobile Home Park,"504 Williams St,","Anna, IL",62906,Not found,https://www.mhvillage.com/parks/58116
The Orchards,"200 Paradise Acres Road,","Carterville, IL",62918,Not found,https://www.mhvillage.com/parks/11595
Carney Mobile Home Park,"425 Willow Street,","Carterville, IL",62918,24,https://www.mhvillage.com/parks/11593
C K Wheelers Mh Park,"5546 Wheeler Ln,","Carterville, IL",62918,Not found,https://www.mhvillage.com/parks/58033
Hickory Leaf Mobile Home Park,"10015 North Wolf Creek Road,","Carterville, IL",62918,Not found,https://www.mhvillage.com/parks/11594
Big Oak,"S Poplar St,","De Soto, IL",62924,Not found,https://www.mhvillage.com/parks/107236
Adams Mobile Home Park,"R 45 & Grove St,","Eldorado, IL",62930,Not found,https://www.mhvillage.com/parks/107030
Dorris Heights Trailer Park,"820 Dorris Heights Road,","Harrisburg, IL",62946,Not found,https://www.mhvillage.com/parks/36307
Evergreen Park,"200 S Granger St # 221,","Harrisburg, IL",62946,Not found,https://www.mhvillage.com/parks/57870
Jeans Mobile Home Park,"16 North Texas Street,","Harrisburg, IL",62946,Not found,https://www.mhvillage.com/parks/11232
Blue Blaze Mobile Home Estates,"2400 West Blue Blaze Trail,","Herrin, IL",62948,78,https://www.mhvillage.com/parks/11598
Watkins Mobile Home Park,"110 N Acre Ln # 450,","Jonesboro, IL",62952,Not found,https://www.mhvillage.com/parks/57850
Eastcape MHP,"60 Virginia Dr,","East Cape Girardeau, IL",62957,60,https://www.mhvillage.com/parks/10151
Kay-Lou MHC,"2624 Ingersoll Ln,","Marion, IL",62959,96,https://www.mhvillage.com/parks/11606
Marion Mobile Home Village,"2004 Village Ln,","Marion, IL",62959,150,https://www.mhvillage.com/parks/11608
Williams Trailer Court,"200 East Patrick Street,","Marion, IL",62959,80,https://www.mhvillage.com/parks/11613
Bill Butler Mobile Home Park,"831 Jodi Lane,","Marion, IL",62959,Not found,https://www.mhvillage.com/parks/11602
Juanita's Mobile Home Park,"1501 North Russell Street,","Marion, IL",62959,Not found,https://www.mhvillage.com/parks/11605
South Court Mobile Home Park,"1810 Wolff Drive,","Marion, IL",62959,Not found,https://www.mhvillage.com/parks/11612
Hidden Acres Mobile Home Park,"114 Hidden Acres Road,","Metropolis, IL",62960,39,https://www.mhvillage.com/parks/11716
Grand Oaks,"Haydn's Dr,","Metropolis, IL",62960,Not found,https://www.mhvillage.com/parks/107018
Green Oaks,"Haydn's Dr,","Metropolis, IL",62960,Not found,https://www.mhvillage.com/parks/107016
Fairway Mobile Home Park,"5287 Country Club Rd,","Murphysboro, IL",62966,Not found,https://www.mhvillage.com/parks/57792
Green Acres,"2417 New Era Rd,","Murphysboro, IL",62966,Not found,https://www.mhvillage.com/parks/57790
Happy Ours Trailer Court,"1 Happy Ours Ln,","Murphysboro, IL",62966,Not found,https://www.mhvillage.com/parks/57785
Country Village Mobile Home Park,"151 Hoffman Road,","Murphysboro, IL",62966,63,https://www.mhvillage.com/parks/10641
Cinnamon Lane Mobile Home Park,"59 Cinnamon Lane,","Murphysboro, IL",62966,Not found,https://www.mhvillage.com/parks/38046
Country Circle Trailer Park,"1 C Circle Dr,","Murphysboro, IL",62966,Not found,https://www.mhvillage.com/parks/57793
Greentree Mobile Home Park,"1 Dars Road,","Murphysboro, IL",62966,Not found,https://www.mhvillage.com/parks/36811
Meadow Vista MHP,"1219 N 20th St,","Murphysboro, IL",62966,Not found,https://www.mhvillage.com/parks/106222
Tan Tara Mobile Home Park,"2534 New Era Road,","Murphysboro, IL",62966,Not found,https://www.mhvillage.com/parks/10631
Fairveiw Estates,"Fairgrounds Rd,","Vienna, IL",62995,20,https://www.mhvillage.com/parks/126106
Pleasant Acres Living Spaces,"124 Apple St,","Vienna, IL",62995,Not found,https://www.mhvillage.com/parks/57651
